1214	1119	-0.991994081431722
996	487	-0.996782470198756
1055	980	-0.995606983104219
1381	382	-0.989156525907238
276	146	0.995233073661949
799	590	-0.984829712270931
1056	110	0.994517082813392
1530	516	-0.989823964496324
1327	453	-0.971702753574376
1426	974	0.993270597264466
425	187	0.561864271762882
1375	868	-0.993972925777337
1512	517	0.971875688474071
404	378	0.223341435633505
610	295	-0.978718007365925
1476	336	0.995149871596451
1261	393	0.996809008454211
1302	319	-0.985467072216534
1584	1228	0.892706126925563
856	737	-0.925269588582051
1196	1139	0.998939547999282
1017	312	-0.997761498799954
938	177	0.622012869944130
618	108	-0.871793988051545
1038	335	-0.944880012534103
805	41	-0.961818739467042
1409	573	-0.978341516265039
748	100	0.833389006440477
834	318	0.752918163102067
1458	1367	0.0756460176997824
507	362	0.944473722614545
1262	1142	0.477074750024327
1427	938	0.998238587680151
1098	178	-0.959940962181929
306	158	-0.267214064970720
1539	731	0.975660292530421
672	407	0.999666070934467
1271	228	-0.276791556369988
1490	590	-0.986270114676943
802	477	0.989896259636438
626	68	-0.866552128752448
1478	1304	-0.978632049175719
21	17	0.962407986849573
634	77	0.995601668579467
1446	53	-0.664720955514359
671	365	0.717875857828796
875	425	-0.585387764878165
1356	617	0.894846334863751
663	95	0.987987314947133
1228	1009	-0.985685358532107
1564	529	-0.988847994640709
1243	948	0.996048721645120
910	830	0.307177864342334
1573	711	-0.878902873186831
1107	1005	0.804263142631277
1040	483	-0.973318510497442
1398	1317	0.918319238062163
683	115	-0.974919064165025
1025	943	-0.988831242321277
931	572	-0.959343559272727
878	658	0.983399783874899
1261	145	0.993953281519911
968	174	0.698808844894281
1483	344	0.988610430783604
709	360	0.861733755054281
1350	1017	0.994773472957636
678	658	0.972941003547676
401	129	-0.999427240575735
214	90	-0.906115245080016
1029	314	-0.999298869651382
1247	588	0.940914001928482
920	242	0.978658687822120
923	133	-0.480797559403548
1560	642	0.967438409877598
849	196	0.380762877904988
1133	715	-0.959888018244384
1544	1234	0.994491115112721
1408	700	-0.983516340308581
1432	1246	-0.988715873343741
1446	216	-0.186810621994366
1236	335	-0.958707674506121
820	246	-0.110011029882816
1173	757	0.979257333211459
647	149	-0.990901833143547
986	484	-0.827329459761906
1537	738	-0.981150694943963
1035	335	-0.974755584783598
688	147	-0.961993716770177
883	85	0.987189012720863
1457	639	-0.987654799671562
1224	1037	-0.827301472630827
842	30	0.933911514662567
733	631	0.998098397478071
734	70	0.892794053834231
654	173	0.981093075904166
824	710	-0.997503583302068
1121	505	-0.992153508917006
1217	40	-0.799869308225074
1143	953	0.992446261886782
1250	881	-0.734356961330542
1033	488	-0.977481330468424
593	102	0.988871228229771
813	497	-0.973419341820163
1340	135	-0.977978203923013
1057	721	0.982619550929996
1207	817	-0.997918267341807
1512	752	-0.664555874841806
862	296	0.996232547606356
832	350	0.987197414825288
1413	247	-0.999444165119725
1441	84	0.990366414141880
405	236	-0.116687734769830
359	330	0.954999053921672
1306	425	-0.561420953855960
1061	417	0.997546479074800
871	492	0.984729309965706
749	460	-0.997176175887616
436	184	0.995602778866142
588	205	0.986240167244312
1439	939	-0.977007374123298
235	62	0.976493408242138
1385	333	0.983198626460311
508	86	-0.910414053277521
804	479	-0.993634551360538
567	91	-0.909511206959096
1405	1052	-0.989360965815291
1305	772	-0.982001553610702
739	157	0.867852964670086
758	280	0.995862420695471
760	374	0.984872564876608
1303	712	0.859326407288142
804	474	-0.992671487534002
839	756	0.917576475889673
593	65	-0.983133684372293
1082	924	0.998298619425961
1590	219	0.542262061995961
1279	911	0.994950856260771
1172	174	0.899821512137155
396	182	-0.970747251738961
1426	1361	0.915116120978938
1407	542	0.979559946731392
1376	755	-0.862514694122942
1227	770	-0.952361109433306
1334	1286	-0.669533635815275
842	580	0.865495862508679
1281	415	0.605018055097839
1114	1011	0.806393782602943
380	72	-0.997124777792408
